Legajo;Estado;Estructura;Convenio;Categoria;ID_Cat;Ingreso;Sexo;provincia;puesto;piramide;Titulo ;ID_PuestoBasico;ID_Banco;Banco;Enero;Febrero;Marzo
243243;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;14/12/2016;F;CBA                     ;Operador ;8;NO;CDT     ;44;BANCO HIPOTECARIO S.A.;262479;291351;291351
243244;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;14/12/2016;F;CBA                     ;Operador ;8;NO;CDT     ;44;BANCO HIPOTECARIO S.A.;314974;349622;349622
243257;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;19/12/2016;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
243258;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;19/12/2016;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
243266;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;21/12/2016;F;CBA                     ;Operador ;8;NO;CDT     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;262479;291351;291351
243278;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;29/12/2016;F;CBA                     ;Operador ;8;NO;CDT     ;17;BBVA BANCO FRANCES S.A.;306225;339910;339910
243282;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;9/1/2017;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
243283;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;9/1/2017;M;CBA                     ;Team Leader Operaciones;7;NO;TLC     ;44;BANCO HIPOTECARIO S.A.;446398;580317;696380
243297;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;5/4/2017;F;CBA                     ;Team Leader Operaciones;7;NO;TLC     ;44;BANCO HIPOTECARIO S.A.;446398;580317;696380
243302;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;4/5/2017;M;CBA                     ;Operador ;8;NO;CDT     ;44;BANCO HIPOTECARIO S.A.;314974;349622;349622
243311;ACTI;Dentro de convenio;ATCC    ;35,0 Hs. CATEGORIA 3 CCT688/14;H03 ;4/5/2017;F;CBA                     ;Operador ;8;NO;CDT     ;44;BANCO HIPOTECARIO S.A.;306225;339910;339910
243317;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;6/7/2017;M;CBA                     ;Operador ;8;NO;CDT     ;44;BANCO HIPOTECARIO S.A.;262479;291351;291351
243323;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;11/7/2017;F;CBA                     ;Operador ;8;NO;CDT     ;44;BANCO HIPOTECARIO S.A.;262479;291351;291351
243330;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;7/8/2017;F;CBA                     ;Operador ;8;NO;CDT     ;44;BANCO HIPOTECARIO S.A.;262479;291351;291351
243331;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;7/8/2017;F;CBA                     ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;262479;291351;291351
243337;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;7/8/2017;F;CBA                     ;Operador ;8;NO;CDT     ;44;BANCO HIPOTECARIO S.A.;262479;291351;291351
243339;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;7/8/2017;F;CBA                     ;Operador ;8;NO;CDT     ;44;BANCO HIPOTECARIO S.A.;262479;291351;291351
243348;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;17/8/2017;F;CABA2                   ;Team Leader Operaciones;7;NO;TLC     ;150;HSBC BANK ARGENTINA S.A.;446398;580317;696380
243349;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;17/8/2017;F;CABA2                   ;Supervisor de Operaciones;5;SI;SCL     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;541226;703594;844313
243385;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;22/8/2017;M;CBA                     ;Operador ;8;NO;CDT     ;44;BANCO HIPOTECARIO S.A.;262479;291351;291351
243386;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;22/8/2017;M;CBA                     ;Operador ;8;NO;CDT     ;44;BANCO HIPOTECARIO S.A.;262479;291351;291351
243402;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;22/8/2017;F;CBA                     ;Operador ;8;NO;CDT     ;150;HSBC BANK ARGENTINA S.A.;262479;291351;291351
243408;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;22/8/2017;F;CBA                     ;Operador ;8;NO;CDT     ;150;HSBC BANK ARGENTINA S.A.;262479;291351;291351
243410;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;22/8/2017;F;CBA                     ;Operador ;8;NO;CDT     ;150;HSBC BANK ARGENTINA S.A.;314974;349622;349622
243415;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;22/8/2017;M;CBA                     ;Analista de Relaciones Labor.;6;SI;ARL     ;150;HSBC BANK ARGENTINA S.A.;446398;580317;696380
243417;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;22/8/2017;F;CBA                     ;Operador ;8;NO;CDT     ;150;HSBC BANK ARGENTINA S.A.;314974;349622;349622
243422;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;22/8/2017;F;CBA                     ;Operador ;8;NO;CDT     ;150;HSBC BANK ARGENTINA S.A.;314974;349622;349622
243423;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;22/8/2017;M;CBA                     ;Coordinador de Servicios IT;4;SI;CSS     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;737087;958213;1149856
243427;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;22/8/2017;F;CBA                     ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;262479;291351;291351
243443;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;7/9/2017;F;CBA                     ;Analista;6;NO;ANL     ;44;BANCO HIPOTECARIO S.A.;511694;614033;614033
243452;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;7/9/2017;F;CBA                     ;Operador ;8;NO;CDT     ;44;BANCO HIPOTECARIO S.A.;262479;291351;291351
243453;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;7/9/2017;F;CBA                     ;Operador ;8;NO;CDT     ;44;BANCO HIPOTECARIO S.A.;262479;291351;291351
243466;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;18/9/2017;F;CBA                     ;Operador ;8;NO;CDT     ;44;BANCO HIPOTECARIO S.A.;262479;291351;291351
243467;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;18/9/2017;F;CBA                     ;Operador ;8;NO;CDT     ;20;BANCO DE LA PROVINCIA DE CORDOBA S.A.;314974;349622;349622
243468;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;18/9/2017;M;CBA                     ;Operador ;8;NO;CDT     ;44;BANCO HIPOTECARIO S.A.;314974;349622;349622
243472;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;19/9/2017;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
243484;ACTI;Dentro de convenio;ATCC    ;36,0 Hs. CATEGORIA 3 CCT688/14;H01 ;27/12/2017;F;CBA                     ;Operador ;8;NO;CDT     ;44;BANCO HIPOTECARIO S.A.;314974;349622;349622
243486;ACTI;Dentro de convenio;ATCC    ;30,0 Hs. CATEGORIA 3 CCT688/14;H13 ;2/1/2018;F;CBA                     ;Operador ;8;NO;CDT     ;44;BANCO HIPOTECARIO S.A.;262479;291351;291351
243528;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;7/3/2018;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
243545;ACTI;Dentro de convenio;CC-781  ;35 Hs. CATEGORIA OP. A CCT 781;OP35;23/4/2018;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;294176;326535;326535
243561;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;17/5/2018;F;CABA2                   ;Operador ;8;NO;CDT     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;252151;279887;326535
243565;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;17/5/2018;F;CABA2                   ;Analista de Fraude;6;NO;AFR     ;72;BANCO SANTANDER RIO S.A.;339315;339315;441110
243569;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;28/5/2018;F;CABA2                   ;Analista de Calidad;6;SI;CAL     ;72;BANCO SANTANDER RIO S.A.;427649;555944;667133
243579;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;28/5/2018;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
243600;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;3/7/2018;F;CABA2                   ;Team Leader Operaciones;7;NO;TLC     ;72;BANCO SANTANDER RIO S.A.;446398;580317;696380
243613;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;10/8/2018;F;CABA2                   ;Formador;7;NO;FOR     ;72;BANCO SANTANDER RIO S.A.;427649;555944;667133
243615;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;24/8/2018;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
243634;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;26/9/2018;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
243643;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;9/10/2018;F;CABA2                   ;Analista;6;NO;ANL     ;72;BANCO SANTANDER RIO S.A.;511694;614033;614033
243646;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;17/10/2018;F;CABA2                   ;Analista de Calidad & Capacit.;6;SI;ACC     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
243652;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;6/11/2018;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
243653;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;6/11/2018;F;CABA2                   ;Analista de Calidad & Capacit.;6;SI;ACC     ;72;BANCO SANTANDER RIO S.A.;252151;555944;667133
243657;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;20/11/2018;M;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
243661;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;20/11/2018;M;CABA2                   ;Analista;6;NO;ANL     ;72;BANCO SANTANDER RIO S.A.;339315;339315;441110
243677;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;3/12/2018;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
243686;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;14/12/2018;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
243691;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;14/12/2018;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
243707;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;3/1/2019;F;CABA2                   ;Team Leader Operaciones;7;NO;TLC     ;72;BANCO SANTANDER RIO S.A.;446398;580317;696380
243713;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;5/2/2019;F;CABA2                   ;Analista;6;NO;ANL     ;72;BANCO SANTANDER RIO S.A.;611284;733541;733541
243729;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;20/2/2019;M;CABA2                   ;Team Leader Operaciones;7;NO;TLC     ;72;BANCO SANTANDER RIO S.A.;446398;580317;696380
243742;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;20/3/2019;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
243745;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;11/4/2019;M;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
243747;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;11/4/2019;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
243751;ACTI;Dentro de convenio;CC-781  ;36 Hs. CATEGORIA OP. A CCT 781;OP36;15/4/2019;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
243755;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;15/4/2019;F;CABA2                   ;Team Leader Operaciones;7;NO;TLC     ;72;BANCO SANTANDER RIO S.A.;446398;580317;696380
243756;ACTI;Dentro de convenio;CC-781  ;35 Hs. CATEGORIA OP. A CCT 781;OP35;15/4/2019;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;302581;335865;335865
243786;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;17/6/2019;F;CABA2                   ;Analista de Control C de Serv;6;NO;ACS     ;72;BANCO SANTANDER RIO S.A.;427649;555944;667133
243788;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;17/6/2019;F;CABA2                   ;Analista;6;NO;ANL     ;72;BANCO SANTANDER RIO S.A.;511694;614033;614033
243804;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;26/6/2019;M;CABA2                   ;Team Leader Operaciones;7;NO;TLC     ;72;BANCO SANTANDER RIO S.A.;252151;580317;696380
243813;ACTI;Dentro de convenio;CC-781  ;35 Hs. CATEGORIA OP. A CCT 781;OP35;1/7/2019;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;294176;326535;326535
243815;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;1/7/2019;F;CABA2                   ;Analista;6;NO;ANL     ;72;BANCO SANTANDER RIO S.A.;511694;614033;614033
243822;ACTI;Dentro de convenio;CC-781  ;36 Hs. CATEGORIA OP. A CCT 781;OP36;4/7/2019;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;302581;335865;335865
243826;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;4/7/2019;F;CABA2                   ;Formador;7;NO;FOR     ;72;BANCO SANTANDER RIO S.A.;427649;555944;667133
243831;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;4/7/2019;F;CABA2                   ;Analista de Fraude;6;NO;AFR     ;72;BANCO SANTANDER RIO S.A.;339315;339315;441110
243834;ACTI;Dentro de convenio;CC-781  ;35 Hs. CATEGORIA OP. A CCT 781;OP35;4/7/2019;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;294176;326535;326535
243850;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;15/7/2019;F;CABA2                   ;Analista;6;NO;ANL     ;72;BANCO SANTANDER RIO S.A.;686584;823901;823901
243852;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;15/7/2019;F;CABA2                   ;Analista de Control C de Serv;6;NO;ACS     ;72;BANCO SANTANDER RIO S.A.;427649;555944;667133
243869;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;18/7/2019;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
243874;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;18/7/2019;F;CABA2                   ;Analista de Control C de Serv;6;NO;ACS     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;252151;279887;279887
243876;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;18/7/2019;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
243877;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;18/7/2019;F;CABA2                   ;Analista de Planeamiento Oper.;6;SI;APO     ;72;BANCO SANTANDER RIO S.A.;427649;555944;667133
243880;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;18/7/2019;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
243882;ACTI;Dentro de convenio;CC-781  ;35 Hs. CATEGORIA OP. A CCT 781;OP35;1/8/2019;M;CABA2                   ;Operador ;8;NO;CDT     ;17;BBVA BANCO FRANCES S.A.;294176;326535;326535
243912;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;19/8/2019;F;CABA2                   ;Analista de Fraude;6;NO;AFR     ;72;BANCO SANTANDER RIO S.A.;339315;339315;441110
243913;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;19/8/2019;F;CABA2                   ;Analista;6;NO;ANL     ;72;BANCO SANTANDER RIO S.A.;511694;614033;614033
243917;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;13/10/2022;F;CABA2                   ;Analista de Fraude;6;NO;AFR     ;72;BANCO SANTANDER RIO S.A.;535642;535642;696335
243922;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;16/9/2019;F;CABA2                   ;Supervisor de Calidad;5;SI;SCA     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;541226;703594;844313
243928;ACTI;Dentro de convenio;CC-781  ;35 Hs. CATEGORIA OP. A CCT 781;OP35;16/9/2019;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;294176;326535;326535
243934;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;1/10/2019;M;CABA2                   ;Analista de Fraude;6;NO;AFR     ;72;BANCO SANTANDER RIO S.A.;370847;370847;482101
243936;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;3/10/2019;M;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
243937;ACTI;Dentro de convenio;CC-781  ;35 Hs. CATEGORIA OP. A CCT 781;OP35;3/10/2019;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;294176;326535;326535
243939;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;3/10/2019;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
243942;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;8/10/2019;F;CABA2                   ;Team Leader Operaciones;7;NO;TLC     ;72;BANCO SANTANDER RIO S.A.;252151;580317;696380
243970;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;23/10/2019;F;CABA2                   ;Analista;6;NO;ANL     ;72;BANCO SANTANDER RIO S.A.;511694;614033;614033
243983;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;1/11/2019;M;CABA2                   ;Analista de Fraude;6;NO;AFR     ;72;BANCO SANTANDER RIO S.A.;535642;535642;696335
244012;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;13/11/2019;F;CABA2                   ;Operador ;8;NO;CDT     ;17;BBVA BANCO FRANCES S.A.;252151;279887;279887
244013;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;13/11/2019;F;CABA2                   ;Analista de Fraude;6;NO;AFR     ;72;BANCO SANTANDER RIO S.A.;339315;339315;441110
244026;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;25/11/2019;F;CABA2                   ;Analista;6;NO;ANL     ;72;BANCO SANTANDER RIO S.A.;511694;614033;614033
244028;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;25/11/2019;M;CABA2                   ;Analista de Soporte Tecnico;6;SI;AST     ;72;BANCO SANTANDER RIO S.A.;427649;555944;667133
244032;ACTI;Dentro de convenio;CC-781  ;36 Hs. CATEGORIA OP. A CCT 781;OP36;25/11/2019;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;302581;335865;335865
244033;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;25/11/2019;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
244036;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;25/11/2019;F;CABA2                   ;Analista;6;NO;ANL     ;72;BANCO SANTANDER RIO S.A.;511694;614033;614033
244045;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;11/12/2019;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
244048;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;16/12/2019;F;CABA2                   ;Analista de Calidad;6;SI;CAL     ;72;BANCO SANTANDER RIO S.A.;438431;569960;683952
244049;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;23/12/2019;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
244058;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;2/1/2020;M;CABA2                   ;Team Leader Operaciones;7;NO;TLC     ;72;BANCO SANTANDER RIO S.A.;446398;580317;696380
244062;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;2/1/2020;F;CABA2                   ;Team Leader Operaciones;7;NO;TLC     ;72;BANCO SANTANDER RIO S.A.;446398;580317;696380
244064;ACTI;Dentro de convenio;CC-781  ;36 Hs. CATEGORIA OP. A CCT 781;OP36;2/1/2020;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;302581;335865;335865
244065;ACTI;Dentro de convenio;CC-781  ;36 Hs. CATEGORIA OP. A CCT 781;OP36;2/1/2020;M;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;302581;335865;335865
244067;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;9/1/2020;F;CABA2                   ;Analista;6;NO;ANL     ;7;BANCO DE GALICIA Y BUENOS AIRES S.A.;427649;555944;667133
244068;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;9/1/2020;M;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
244076;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;13/1/2020;M;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
244084;ACTI;Dentro de convenio;CC-781  ;36 Hs. CATEGORIA OP. A CCT 781;OP36;13/1/2020;M;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;302581;335865;335865
244089;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;14/1/2020;M;CABA2                   ;Analista de Relaciones Labor.;6;SI;ARL     ;72;BANCO SANTANDER RIO S.A.;505249;656824;788189
244091;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;3/2/2020;F;CABA2                   ;Analista de Calidad & Capacit.;6;SI;ACC     ;72;BANCO SANTANDER RIO S.A.;427649;555944;667133
244097;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;10/2/2020;F;CABA2                   ;Analista de Control C de Serv;6;NO;ACS     ;17;BBVA BANCO FRANCES S.A.;487986;634382;761258
244117;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;26/2/2020;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
244126;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;6/3/2020;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
244138;ACTI;Dentro de convenio;CC-781  ;36 Hs. CATEGORIA OP. A CCT 781;OP36;6/3/2020;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;302581;335865;335865
244141;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;25/1/2021;F;CABA2                   ;Analista de Fraude;6;NO;AFR     ;72;BANCO SANTANDER RIO S.A.;339315;339315;441110
244142;ACTI;Dentro de convenio;CC-781  ;36 Hs. CATEGORIA OP. A CCT 781;OP36;25/1/2021;M;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;302581;335865;335865
244146;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;25/1/2021;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;335865;335865
244149;ACTI;Dentro de convenio;CC-781  ;30 Hs. CATEGORIA OP. A CCT 781;OP30;25/1/2021;F;CABA2                   ;Operador ;8;NO;CDT     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
244150;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;25/1/2021;M;CABA2                   ;Analista de Soporte Tecnico;6;SI;AST     ;72;BANCO SANTANDER RIO S.A.;252151;555944;667133
244151;ACTI;Fuera de convenio;FCON    ;Fuera de Convenio;FCC ;25/1/2021;F;CABA2                   ;Analista de Control C de Serv;6;NO;ACS     ;72;BANCO SANTANDER RIO S.A.;252151;279887;279887
